;ProcessNumber;ContractingInstitutionName;CIAddress;CICity;CICPostalCode;Subject;ProcurementName;ShipmentLocationDescription;IsSectorAgreement;CentralInstitution;GroupProcurement;ContractTermination;ZPJN;IsDevided;AgreementStartDate;AgreementEndDate;AgreeementDurationMonthsDays;ProcedureName;OfferTypeName;UseElectronicTools;ContractDate;ContractNumber;NumberOfOffers;HighestOfferValue;LowestOfferValue;VendorName;VendorAddress;VendorCity;VendorState;GroupBid;EstimatedPrice;ContractPriceWithoutVat;Vat;ContractPrice;DateOfDispatchBJN
1240;;ЈЗУ Институт по белодробни заболувања кај децата Козле Скопје;Нас.Козле б.б.;Скопје;1000;Набавка на лекови и медицински потрошен материјал за COVID-19 центар;Стоки;ЈЗУ Институт по белодробни заболувања кај децата Козле Скопје;Не;Не;Не;Не;;Да;07/14/2020;10/14/2020;Месеци: 3 Денови: 90;Постапка со преговарање без претходно објавување на оглас;Цена;Не;2020-07-07;0307-345/1;16.0;7020000.0;9384.0;Акционерско друштво за производство на лекови, медицинска опрема и материјал, промет и услуги Д-Р ПАНОВСКИ Скопје;СКУПИ 3 55;СКОПЈЕ - КАРПОШ;Република Македонија;Не;8519498.3;533500.0;18;629530.0;2020-08-06
1241;07389/2020;ЈП „Национални шуми“- п.о.-Скопје;Ул.Булевар“Св.Климент Охридски“ Бр.68;Скопје/Центар;1000;ШУМАРСКИ УСЛУГИ за фази: Сеча со дотур на дрвни сортименти;Услуги;наведено во тд;Не;Не;Не;Не;77200000-2;Да;;;Месеци: 12;Отворена постапка;Цена;Да;2020-07-27;03-14/297;1.0;559030.0;406260.0;Друштво за производство,трговија,услуги и транспорт ТИМ ТРАНС ДООЕЛ увоз-извоз Кавадарци;4-ТИ МАЈ 19;ВАТАША;Република Македонија;Не;98756890.4;965290.0;18;1139042.2;2020-08-06
1242;00891/2020;ЈОУДГ„РОСИЦА“-Ѓорче Петров-Скопје;ул.Исаија Мажовски бр.35;Скопје;1000;Прехрамбени производи за детска градинка;Стоки;ЈОУДГ Росица Скопје;Не;Не;Не;Не;15000000-8,15300000-1,15500000-3,15800000-6;Да;;;Месеци: 12;Отворена постапка;Цена;Да;2020-06-17;05-22/17;6.0;1541300.0;1264200.0;ДАУТИ КОМЕРЦ Друштво за производство, промет и услуги увоз-извоз АД с.Бојане општина Сарај;НАСЕЛЕНО МЕСТО БЕЗ УЛИЧЕН СИСТЕМ;БОЈАНЕ;Република Македонија;Не;10777701.0;1163064.0;5;1221217.2;2020-08-05
1243;08263/2020;ЈОУДГ„РОСИЦА“-Ѓорче Петров-Скопје;ул.Исаија Мажовски бр.35;Скопје;1000;Дезинфекција, дезинсекција, дератизација, санитарен преглед на вработените, микробиолошка анализа на храната,брис од работни површини, прибор и опрема во кујна и испитување на квалитетот на водата;Услуги;За Дел бр.1 - дезинфекција, дезинсекција и дератизација     Носителот на набавката е должен предметот на договорот да го изврши на следниов начин – сукцесивно согласно потребите на Договорниот орган во целиот период на времетраење на договорот и согласно со законските прописи и стандарди предвидени за извршување на овој вид на услуга во Република Македонија, односно по Правилникот за поблиските услови по однос на просторот, опремата и кадарот, начинот и средствата за вршење на дезинфекција, дезинсекција и дератизација („Службен весник на Република Македонија“ бр.152/07 и 101/2013), и со странските стандарди прифатени во Република С. Македонија. Дезинфекција, дезинсекција и дератизација  ќе се врши редовно  2 пати во текот на годината, после 17 часот, а по потреба и вондредно, согласно изготвениот оперативниот план помеѓу нарачателот и извршителот на услугата на следниве локацииЧ  - Објект „Калинка“ на ул. „Исаија Мажовски“ бр. 35 во Хром со површина од 1222 м2,   - Објект „Детелинка“ на ул. „Мечкин камен“  45А во Ѓорче Петров 1 со површина од 1290 м2 и   - Објект „Кокиче“ на ул.„4-ти Јули“ бр. 138  во Ѓорче  Петров 2 со површина од 653 м2       - Објект „Пампурче“ на ул. „Лука Геров“ бб  во населба Даме Груев  со површина од 1800 м2    - Објект „Рипчиња“ на ул. „Ѓуро Салај“ бр. 31 во Ѓорче Петров 1 со површина од 202 м2 .   - Товарно возило –  цитроен берлинго СК 967 РВ  со површина од 5 м2 . - Товарно возило – пежо рифтер СК 6897 АС со површина од 5 м2.   За Дел бр.2 - санитарен преглед на вработените, микробиолошка анализа на храната, брис од работни површини,  прибор и опрема во кујна и испитување на квалитетот на водата    Носителот на набавката е должен предметот на договорот да го изврши на следниов начинЧ Санитарниот преглед на вработените ( земањето на примероци за анализа за санитарен преглед) задолжително треба да се извршуваат во просториите на извршителот на услугата, на територијата на град Скопје, со претходно закажани термини со стручната служба на извршителот на услугата. Санитарен преглерд се извршува 2 (два) пати во текот на годината за вработени во кујна , домаќин – магационер и дистрибутер – возач, а 1 (еднаш ) годишно за останатите вработени. За  микробиолошка анализа на храната, брис од работни површини,  прибор и опрема во кујна и испитување на квалитетот на водата земањето на примероци за анализа задолжително треба да се извршуваат во просториите на  ЈОУДГ„РОСИЦА“ - Ѓорче Петров – Скопје.;Не;Не;Не;Не;85000000-9,90921000-9;Да;;;Месеци: 12;Набавки од мала вредност;Цена;Да;2020-06-29;05-88/10;2.0;160000.0;120700.0;Ј.З.У.Институт за јавно здравје на Република Македонија Скопје;50 Дивизија бр.6;Скопје;Република Македонија;Не;365800.0;86379.0;0;86379.0;2020-08-05
1244;04154/2020;Фонд за здравствено осигурување на Република Северна Македонија;ул. Македонија бр.5;Скопје;1000;Реконструкција и санација на објектите на ФЗОРСМ;Работи;;Не;Не;Не;Не;45000000-7;Да;;;Месеци: 6;Поедноставена отворена постапка;Цена;Да;2020-07-30;16-4214/27;5.0;37582720.0;17320312.0;Друштво за промет, производство, транспорт и услуги  МАКАУС Благоја ДООЕЛ увоз-извоз Скопје;ПЕТАР ДЕЛЈАН 5/1-30;СКОПЈЕ - КИСЕЛА ВОДА;Република Македонија;Не;28910000.0;21446500.0;0;21446500.0;2020-08-06
1245;04108/2020;општина Дебрца;с.Белчишта;Охрид;6344;Набавка на спортска опрема за спортски клубови;Стоки;с.Белчишта;Не;Не;Не;Не;18000000-9;Не;;;Месеци: 3 Денови: 90;Набавки од мала вредност;Цена;Да;2020-06-25;12-1122/1;1.0;199800.0;199800.0;Друштво за производство, трговија и услуги ЕУРОМАРКЕТ ЛТД ДООЕЛ Скопје;ЃОРЧЕ ПЕТРОВ 108;СКОПЈЕ - ЃОРЧЕ ПЕТРОВ;Република Македонија;Не;236000.0;199800.0;18;235764.0;2020-08-06
1246;08734/2020;Универзитет св.Кирил и Методиј Медицински Факултет Скопје;50-та дивизија бр.6;Скопје;1000;Хигиенски потрошен материјал;Стоки;Универзитетот „Св. Кирил и Методиј“ Медицински факултет - Скопје, со седиште на адреса, Ул. 50 Дивизија бр. 6, Скопје;Не;Не;Не;Не;39830000-9,39831200-8,39831600-2,39832000-3;Да;;;Месеци: 12;Поедноставена отворена постапка;Цена;Да;2020-07-23;05-2031/6;4.0;17720.0;6917.0;Друштво за внатрешна и надворешна трговија МАКОХЕМИЈА А.Д.Скопје;ПЕРО НАКОВ 41;СКОПЈЕ - ГАЗИ БАБА;Република Македонија;Не;1568087.84;26241.31;18;30964.75;2020-07-30
1247;07389/2020;ЈП „Национални шуми“- п.о.-Скопје;Ул.Булевар“Св.Климент Охридски“ Бр.68;Скопје/Центар;1000;ШУМАРСКИ УСЛУГИ за фази: Сеча со дотур на дрвни сортименти;Услуги;наведено во тд;Не;Не;Не;Не;77200000-2;Да;;;Месеци: 12;Отворена постапка;Цена;Да;2020-07-27;03-14/294;1.0;1615000.0;1615000.0;Друштво за производство, трговија и услуги увоз-извоз РИКИ-ПРОМ ДООЕЛ с.Костурино Струмица;НАСЕЛЕНО МЕСТО БЕЗ УЛИЧЕН СИСТЕМ 33;КОСТУРИНО;Република Македонија;Не;98756890.4;1615000.0;18;1905700.0;2020-07-30
1248;05437/2020;Акционерско друштво Водостопанство на Република Северна Македонија, во државна сопственост, Скопје;ул. Трета Македонска бригада 1 бр.10а;Скопје;1000;Набавка на материјали за одржување на системите;Стоки;Согласно тендерската документација;Не;Не;Не;Не;44100000-1,44160000-9,44163000-0;Не;;;Месеци: 12;Отворена постапка;Цена;Да;2020-07-30;0507-837-11;5.0;12221448.22;6853980.0;Друштво за производство, трговија и услуги КАЗ ГРУП увоз-извоз ДОО Илинден;24 29;ИЛИНДЕН;Република Македонија;Не;7891652.38;5757342.4;18;6793664.03;2020-08-11
1249;08097/2020;Министерство за одбрана - сектор за логистика;Орце Николов бр. 116;Скопје;1000;Лиценци за антивирусна заштита;Стоки;Скопје;Не;Не;Не;Не;48761000-0;Не;;;Месеци: 3;Поедноставена отворена постапка;Цена;Да;2020-07-29;18/3-449/13/2020;3.0;925600.0;920000.0;Друштво за производство, трговија и услуги АРЦ ЛТД ДОO Скопје;ВАСИЛ ЃОРГОВ 29/1-2А;СКОПЈЕ - ЦЕНТАР;Република Македонија;Не;972228.6;892400.0;5;937020.0;2020-08-11
1250;10173/2020;Национална установа Национална опера и балет;Бул. Гоце Делчев бр. 4;Скопје;1000;Средства за хигиена;Стоки;НУ Национална опера и балет Скопје;Не;Не;Не;Не;39830000-9;Да;;;Месеци: 12;Набавки од мала вредност;Цена;Да;2020-08-07;05-1414/7;5.0;48800.0;11920.0;Друштво за трговија и услуги ВЕЃО КОМЕРЦ експорт-импорт Новица и Добре ДОО Скопје;САВА КОВАЧЕВИЌ 15-34 А;СКОПЈЕ - КИСЕЛА ВОДА;Република Македонија;Не;177000.0;30000.0;18;35400.0;2020-08-11
1251;09487/2020;ЈП Комуналец Кичево;Транзитен пат 34;Кичево;6250;Услуга од мобилен оператор;Услуги;ЈП комуналец Кичево;Не;Не;Не;Не;64000000-6,72000000-5;Не;09/01/2020;09/01/2022;Месеци: 24 Денови: 730;Поедноставена отворена постапка;Цена;Да;2020-07-27;05-1443/8;2.0;0.01;0.01;Друштво за комуникациски услуги А1 МАКЕДОНИЈА ДООЕЛ Скопје;ПЛОШТАД ПРЕСВЕТА БОГОРОДИЦА 1;СКОПЈЕ - ЦЕНТАР;Република Македонија;Не;1180000.0;1000000.0;18;1180000.0;2020-08-11
1252;08674/2020;ЈЗУ Клиника за детски болести;Водњанска 17;Скопје;1000;Набавка на опрема ( за потребите на клиниката);Стоки;на клиника;Не;Не;Не;Не;33100000-1;Да;;;Месеци: 12 Денови: 365;Поедноставена отворена постапка;Цена;Да;2020-07-17;03-996/9;5.0;48400.0;15000.0;Трговско друштво за производство, трговија, сервис и услуги МЕДИТЕК ДООЕЛ Скопје;ЛОНДОНСКА 10-лам.3 лок4;СКОПЈЕ - КАРПОШ;Република Македонија;Не;1529999.8;15000.0;18;17700.0;2020-07-24
1253;07137/2020;Природно-математички факултет;ул. Архимедова бр.3;Скопје;1000;Лабораториска опрема/инструменти за НАТО Проект: Гасни сензори за превенција на терористички напад;Стоки;Институт за хемија при Природно-математичкиот факултет, ул. Архимедова бр. 5 Скопје;Не;Не;Не;Не;38000000-5;Да;;;Денови: 105;Поедноставена отворена постапка;Цена;Да;2020-07-20;03-959/3;9.0;368000.0;200000.0;Друштво за трговија РСР С. МАКЕДОНИЈА ДООЕЛ увоз - извоз Скопје;ЈОРДАН МИЈАЛКОВ 48-5;СКОПЈЕ - ЦЕНТАР;Република Македонија;Не;1258000.0;295515.0;0;295515.0;2020-07-24
1254;;ЈПКД Комуналец - Гевгелија;ул.7-ми Ноември бр.50;Гевгелија;1480;Услуги за регистрација на возила по трет пат;Услуги;Станица (деловни простории) за технички преглед во Гевгелија;Не;Не;Не;Не;;Не;;;Месеци: 12 Денови: 365;Постапка со преговарање без претходно објавување на оглас;Цена;Не;2020-07-20;05-743/14;2.0;248078.0;108109.0;Трговско друштво за промет и услуги ЦЕНТАР ЗА ВОЗИЛА ЦВГ ДООЕЛ Гевгелија;ул.,,7-ми Ноември” бр.58 Гевгелија;Гевгелија;Република Северна Македонија;Не;177000.0;91617.8;18;108109.0;2020-07-24
1255;07910/2020;ДООЕЛ Форт Осломеј;с.Осломеј;Кичево;6254;НАБАВКА НА ЖИЦИ ЗА ЗАВАРУВАЊЕ;Стоки;ФОРТ ДООЕЛ ОСЛОМЕЈ;Не;Не;Не;Не;44315000-1,44315200-3;Да;06/23/2020;06/23/2021;Месеци: 12 Денови: 365;Набавки од мала вредност;Цена;Да;2020-06-23;11-456/23;2.0;3985.0;3225.0;Друштво за трговија и услуги МЕРКУР МАКЕДОНИЈА ДОО Скопје;808 3;СКОПЈЕ - ГАЗИ БАБА;Република Македонија;Не;708000.0;100000.0;18;118000.0;2020-07-24
